"","ID","LHSandRHS","Desfechos","count","lift","confidence","support","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y","count.x.17","lift.x.17","confidence.x.17","support.x.17","count.y.17","lift.y.17","confidence.y.17","support.y.17","count.x.16","lift.x.16","confidence.x.16","support.x.16","count.y.16","lift.y.16","confidence.y.16","support.y.16","count.x.15","lift.x.15","confidence.x.15","support.x.15","count.y.15","lift.y.15","confidence.y.15","support.y.15","count.x.14","lift.x.14","confidence.x.14","support.x.14","count.y.14","lift.y.14","confidence.y.14","support.y.14","count.x.13","lift.x.13","confidence.x.13","support.x.13","count.y.13","lift.y.13","confidence.y.13","support.y.13","count.x.12","lift.x.12","confidence.x.12","support.x.12","count.y.12","lift.y.12","confidence.y.12","support.y.12","count.x.11","lift.x.11","confidence.x.11","support.x.11","count.y.11","lift.y.11","confidence.y.11","support.y.11","count.x.10","lift.x.10","confidence.x.10","support.x.10","count.y.10","lift.y.10","confidence.y.10","support.y.10","count.x.9","lift.x.9","confidence.x.9","support.x.9","count.y.9","lift.y.9","confidence.y.9","support.y.9","count.x.8","lift.x.8","confidence.x.8","support.x.8","count.y.8","lift.y.8","confidence.y.8","support.y.8","count.x.7","lift.x.7","confidence.x.7","support.x.7","count.y.7","lift.y.7","confidence.y.7","support.y.7","count.x.6","lift.x.6","confidence.x.6","support.x.6","count.y.6","lift.y.6","confidence.y.6","support.y.6","count.x.5","lift.x.5","confidence.x.5","support.x.5","count.y.5","lift.y.5","confidence.y.5","support.y.5","count.x.4","lift.x.4","confidence.x.4","support.x.4","count.y.4","lift.y.4","confidence.y.4","support.y.4","count.x.3","lift.x.3","confidence.x.3","support.x.3","count.y.3","lift.y.3","confidence.y.3","support.y.3","count.x.2","lift.x.2","confidence.x.2","support.x.2","count.y.2","lift.y.2","confidence.y.2","support.y.2","count.x.1","lift.x.1","confidence.x.1","support.x.1","count.y.1","lift.y.1","confidence.y.1","support.y.1"
"230",230,"fxet3=1,escol4=1,comdiab=0,comtabagis=0,cavitacao=1","encerra2=1",16,1.35105204872647,0.19047619047619,0.0524590163934426,17,1.13581599123768,0.204819277108434,0.0557377049180328,20,1.59769512833944,0.240963855421687,0.0655737704918033,17,1.36735232067511,0.215189873417722,0.0557377049180328,15,1.12490779444308,0.180722891566265,0.0491803278688525,17,1.40896739130435,0.2125,0.0557377049180328,18,1.3034188034188,0.222222222222222,0.059016393442623,16,1.23481781376518,0.210526315789474,0.0524590163934426,17,1.42995035852179,0.22972972972973,0.0557377049180328,23,1.52136196052917,0.264367816091954,0.0754098360655738,16,1.40836940836941,0.207792207792208,0.0524590163934426,17,1.39232008592911,0.223684210526316,0.0557377049180328,25,1.79158834586466,0.328947368421053,0.0819672131147541,14,1.31668208448967,0.202898550724638,0.0459016393442623,14,1.17146776406036,0.172839506172839,0.0459016393442623,25,1.92113882590073,0.308641975308642,0.0819672131147541,17,1.17095754290876,0.207317073170732,0.0557377049180328,21,1.62234042553191,0.25,0.0688524590163934,17,1.34013957094857,0.232876712328767,0.0557377049180328,18,1.464,0.24,0.059016393442623,14,1.33771929824561,0.184210526315789,0.0459016393442623,12,1.37387387387387,0.162162162162162,0.039344262295082,17,1.5655193236715,0.246376811594203,0.0557377049180328,21,1.82791095890411,0.287671232876712,0.0688524590163934,19,1.254329004329,0.226190476190476,0.0622950819672131,20,1.53691106072058,0.246913580246914,0.0655737704918033,15,1.16709183673469,0.1875,0.0491803278688525,26,1.5458089668616,0.288888888888889,0.0852459016393443,18,1.23481781376518,0.230769230769231,0.059016393442623,19,1.4480259870065,0.218390804597701,0.0622950819672131,16,1.42232585252113,0.219178082191781,0.0524590163934426,15,1.21288441145281,0.182926829268293,0.0491803278688525,21,1.60125,0.2625,0.0688524590163934,23,1.42755392755393,0.294871794871795,0.0754098360655738,21,1.35383639822448,0.253012048192771,0.0688524590163934,15,1.6522210184182,0.211267605633803,0.0491803278688525,23,1.51577355229041,0.258426966292135,0.0754098360655738
"231",231,"fxet3=1,escol4=1,comdiab=0,comtabagis=0,pdres5=1","encerra2=1",22,1.47213690215007,0.207547169811321,0.0721311475409836,20,1.10909090909091,0.2,0.0655737704918033,26,1.69011082693947,0.254901960784314,0.0852459016393443,22,1.25938438438438,0.198198198198198,0.0721311475409836,23,1.36345966958212,0.219047619047619,0.0754098360655738,21,1.45040760869565,0.21875,0.0688524590163934,24,1.35355029585799,0.230769230769231,0.0786885245901639,24,1.5136476426799,0.258064516129032,0.0786885245901639,22,1.48846495119787,0.239130434782609,0.0721311475409836,26,1.41153435386258,0.245283018867925,0.0852459016393443,21,1.36858974358974,0.201923076923077,0.0688524590163934,21,1.40552995391705,0.225806451612903,0.0688524590163934,30,1.68446244477172,0.309278350515464,0.0983606557377049,22,1.48714539007092,0.229166666666667,0.0721311475409836,17,1.18785796105384,0.175257731958763,0.0557377049180328,29,1.75252625321973,0.281553398058252,0.0950819672131148,23,1.27360203340596,0.225490196078431,0.0754098360655738,22,1.39966624947851,0.215686274509804,0.0721311475409836,25,1.51439920556107,0.263157894736842,0.0819672131147541,21,1.29393939393939,0.212121212121212,0.0688524590163934,22,1.53617216117216,0.211538461538462,0.0721311475409836,15,1.36648745519713,0.161290322580645,0.0491803278688525,22,1.48714539007092,0.234042553191489,0.0721311475409836,27,1.76868556701031,0.278350515463918,0.0885245901639344,25,1.3459841129744,0.242718446601942,0.0819672131147541,25,1.58788004997918,0.255102040816327,0.0819672131147541,22,1.25631904137802,0.201834862385321,0.0721311475409836,29,1.46391923204237,0.273584905660377,0.0950819672131148,26,1.41962047977086,0.26530612244898,0.0852459016393443,25,1.53482286634461,0.231481481481481,0.0819672131147541,23,1.55474290780142,0.239583333333333,0.0754098360655738,22,1.33825289190267,0.201834862385321,0.0721311475409836,24,1.464,0.24,0.0786885245901639,35,1.6292735042735,0.336538461538462,0.114754098360656,27,1.35022134776193,0.252336448598131,0.0885245901639344,19,1.54780982905983,0.197916666666667,0.0622950819672131,25,1.30923763736264,0.223214285714286,0.0819672131147541
"232",232,"fxet3=1,escol4=1,comdiab=0,comtabagis=0,pdres5=1,cavitacao=1","encerra2=1",15,1.29750425411231,0.182926829268293,0.0491803278688525,17,1.14966740576497,0.207317073170732,0.0557377049180328,20,1.65760869565217,0.25,0.0655737704918033,17,1.40286796536797,0.220779220779221,0.0557377049180328,15,1.13862618218019,0.182926829268293,0.0491803278688525,17,1.44509476031215,0.217948717948718,0.0557377049180328,18,1.3034188034188,0.222222222222222,0.059016393442623,16,1.26819126819127,0.216216216216216,0.0524590163934426,17,1.44953871959743,0.232876712328767,0.0557377049180328,22,1.50718778077269,0.261904761904762,0.0721311475409836,16,1.40836940836941,0.207792207792208,0.0524590163934426,17,1.39232008592911,0.223684210526316,0.0557377049180328,25,1.86521526418787,0.342465753424658,0.0819672131147541,14,1.3360450563204,0.205882352941176,0.0459016393442623,13,1.11533052039381,0.164556962025316,0.0426229508196721,25,1.9697752518729,0.316455696202532,0.0819672131147541,17,1.1854138088706,0.209876543209877,0.0557377049180328,20,1.5827711468604,0.24390243902439,0.0655737704918033,17,1.35875262054507,0.236111111111111,0.0557377049180328,17,1.42054794520548,0.232876712328767,0.0557377049180328,14,1.35555555555556,0.186666666666667,0.0459016393442623,11,1.27663622526636,0.150684931506849,0.0360655737704918,16,1.51741293532338,0.238805970149254,0.0524590163934426,21,1.85329861111111,0.291666666666667,0.0688524590163934,19,1.26944140197152,0.228915662650602,0.0622950819672131,20,1.53691106072058,0.246913580246914,0.0655737704918033,14,1.11721611721612,0.179487179487179,0.0459016393442623,26,1.58094098883573,0.295454545454545,0.0852459016393443,18,1.26731301939058,0.236842105263158,0.059016393442623,18,1.40409207161125,0.211764705882353,0.059016393442623,16,1.46239136949356,0.225352112676056,0.0524590163934426,15,1.22785829307568,0.185185185185185,0.0491803278688525,21,1.62151898734177,0.265822784810127,0.0688524590163934,23,1.44609358895073,0.298701298701299,0.0754098360655738,21,1.35383639822448,0.253012048192771,0.0688524590163934,14,1.5867707172055,0.202898550724638,0.0459016393442623,23,1.53299825174825,0.261363636363636,0.0754098360655738
"233",233,"fxet3=1,escol4=1,mumigual=0,pdres5=1,cavitacao=1","encerra2=1",16,1.49326805385557,0.210526315789474,0.0524590163934426,17,1.13581599123768,0.204819277108434,0.0557377049180328,15,1.24320652173913,0.1875,0.0491803278688525,13,1.18005952380952,0.185714285714286,0.0426229508196721,17,1.4108843537415,0.226666666666667,0.0557377049180328,17,1.23865265169613,0.186813186813187,0.0557377049180328,17,1.18704212454212,0.202380952380952,0.0557377049180328,14,1.10966735966736,0.189189189189189,0.0459016393442623,18,1.40051020408163,0.225,0.059016393442623,21,1.59011916583913,0.276315789473684,0.0688524590163934,15,1.41203703703704,0.208333333333333,0.0491803278688525,20,1.38321995464853,0.222222222222222,0.0655737704918033,19,1.34392393320965,0.246753246753247,0.0622950819672131,18,1.69287696577243,0.260869565217391,0.059016393442623,18,1.58441558441558,0.233766233766234,0.059016393442623,20,1.51816824290692,0.24390243902439,0.0655737704918033,19,1.29294957608211,0.228915662650602,0.0622950819672131,21,1.62234042553191,0.25,0.0688524590163934,20,1.55532891381948,0.27027027027027,0.0655737704918033,18,1.3390243902439,0.219512195121951,0.059016393442623,13,1.32964453386989,0.183098591549296,0.0426229508196721,13,1.48836336336336,0.175675675675676,0.0426229508196721,19,1.60972222222222,0.253333333333333,0.0622950819672131,22,1.94155092592593,0.305555555555556,0.0721311475409836,17,1.17840909090909,0.2125,0.0557377049180328,20,1.70533967011462,0.273972602739726,0.0655737704918033,16,1.24489795918367,0.2,0.0524590163934426,22,1.33771929824561,0.25,0.0721311475409836,24,1.52882205513784,0.285714285714286,0.0786885245901639,15,1.29164313946923,0.194805194805195,0.0491803278688525,17,1.5537908300869,0.23943661971831,0.0557377049180328,21,1.76252063841497,0.265822784810127,0.0688524590163934,17,1.42054794520548,0.232876712328767,0.0557377049180328,23,1.46512113617377,0.302631578947368,0.0754098360655738,20,1.3050919982884,0.24390243902439,0.0655737704918033,13,1.43192488262911,0.183098591549296,0.0426229508196721,21,1.44909502262443,0.247058823529412,0.0688524590163934
"823",823,"raca3=1,escol4=1,mumigual=0,pdres5=1,cavitacao=1","encerra2=1",11,1.41860465116279,0.2,0.0360655737704918,15,1.2415196743555,0.223880597014925,0.0491803278688525,13,1.32608695652174,0.2,0.0426229508196721,13,1.50189393939394,0.236363636363636,0.0426229508196721,15,1.41465677179963,0.227272727272727,0.0491803278688525,15,1.4413988657845,0.217391304347826,0.0491803278688525,13,1.17307692307692,0.2,0.0426229508196721,13,1.21031746031746,0.206349206349206,0.0426229508196721,15,1.43642072213501,0.230769230769231,0.0491803278688525,16,1.53459119496855,0.266666666666667,0.0524590163934426,10,1.25514403292181,0.185185185185185,0.0327868852459016,14,1.42857142857143,0.229508196721311,0.0459016393442623,15,1.27650669642857,0.234375,0.0491803278688525,14,1.74713584288052,0.269230769230769,0.0459016393442623,13,1.39858906525573,0.206349206349206,0.0426229508196721,18,1.64765906362545,0.264705882352941,0.059016393442623,15,1.22785829307568,0.217391304347826,0.0491803278688525,17,1.77934111187371,0.274193548387097,0.0557377049180328,17,1.57790626902009,0.274193548387097,0.0557377049180328,14,1.22,0.2,0.0459016393442623,10,1.23083131557708,0.169491525423729,0.0327868852459016,11,1.52777777777778,0.180327868852459,0.0360655737704918,17,1.86242816091954,0.293103448275862,0.0557377049180328,19,2.04625706214689,0.322033898305085,0.0622950819672131,14,1.29393939393939,0.233333333333333,0.0459016393442623,14,1.52882205513784,0.245614035087719,0.0459016393442623,11,1.12244897959184,0.180327868852459,0.0360655737704918,19,1.37387387387387,0.256756756756757,0.0622950819672131,19,1.49509803921569,0.279411764705882,0.0622950819672131,13,1.36818495514148,0.206349206349206,0.0426229508196721,14,1.68242710795902,0.259259259259259,0.0459016393442623,15,1.55400815217391,0.234375,0.0491803278688525,13,1.36724137931034,0.224137931034483,0.0426229508196721,18,1.45238095238095,0.3,0.059016393442623,16,1.40350877192982,0.262295081967213,0.0524590163934426,12,1.67582417582418,0.214285714285714,0.039344262295082,13,1.10507246376812,0.188405797101449,0.0426229508196721
"825",825,"raca3=1,fxet3=1,escol4=1,mumigual=0,pdres5=1","encerra2=1",14,1.7421460628315,0.245614035087719,0.0459016393442623,16,1.21544209215442,0.219178082191781,0.0524590163934426,15,1.42080745341615,0.214285714285714,0.0491803278688525,14,1.27083333333333,0.2,0.0459016393442623,19,1.71398994380361,0.27536231884058,0.0622950819672131,15,1.42080745341615,0.214285714285714,0.0491803278688525,14,1.2256027554535,0.208955223880597,0.0459016393442623,16,1.34065934065934,0.228571428571429,0.0524590163934426,17,1.49037079620581,0.23943661971831,0.0557377049180328,17,1.50507982583454,0.261538461538462,0.0557377049180328,12,1.31182795698925,0.193548387096774,0.039344262295082,16,1.48644532439842,0.238805970149254,0.0524590163934426,15,1.23782467532468,0.227272727272727,0.0491803278688525,14,1.56639765223771,0.241379310344828,0.0459016393442623,15,1.41203703703704,0.208333333333333,0.0491803278688525,19,1.53591306652531,0.246753246753247,0.0622950819672131,16,1.20493827160494,0.213333333333333,0.0524590163934426,18,1.66869300911854,0.257142857142857,0.059016393442623,19,1.53999468509168,0.267605633802817,0.0622950819672131,14,1.13866666666667,0.186666666666667,0.0459016393442623,14,1.45238095238095,0.2,0.0459016393442623,13,1.77643369175627,0.209677419354839,0.0426229508196721,18,1.68198529411765,0.264705882352941,0.059016393442623,20,2.01719576719577,0.317460317460317,0.0655737704918033,18,1.53566433566434,0.276923076923077,0.059016393442623,15,1.58249740574196,0.254237288135593,0.0491803278688525,13,1.12386621315193,0.180555555555556,0.0426229508196721,20,1.35465245391961,0.253164556962025,0.0655737704918033,23,1.61934441366574,0.302631578947368,0.0754098360655738,14,1.32608695652174,0.2,0.0459016393442623,17,1.80851063829787,0.278688524590164,0.0557377049180328,17,1.5655193236715,0.236111111111111,0.0557377049180328,12,1.14375,0.1875,0.039344262295082,22,1.45901282887584,0.301369863013699,0.0721311475409836,15,1.21610845295056,0.227272727272727,0.0491803278688525,14,1.5867707172055,0.202898550724638,0.0459016393442623,14,1.10966735966736,0.189189189189189,0.0459016393442623
"826",826,"raca3=1,fxet3=1,mumigual=0,cavitacao=1","encerra2=1",14,1.32403100775194,0.186666666666667,0.0459016393442623,22,1.34065934065934,0.241758241758242,0.0721311475409836,15,1.1431784107946,0.172413793103448,0.0491803278688525,15,1.34242957746479,0.211267605633803,0.0491803278688525,22,1.59231134314191,0.255813953488372,0.0721311475409836,19,1.49974120082816,0.226190476190476,0.0622950819672131,17,1.26217137293087,0.215189873417722,0.0557377049180328,18,1.27201112140871,0.216867469879518,0.059016393442623,21,1.55612244897959,0.25,0.0688524590163934,23,1.59468060922937,0.27710843373494,0.0754098360655738,12,1.11415525114155,0.164383561643836,0.039344262295082,22,1.42644557823129,0.229166666666667,0.0721311475409836,19,1.21743697478992,0.223529411764706,0.0622950819672131,16,1.50477952513105,0.231884057971014,0.0524590163934426,20,1.57622739018088,0.232558139534884,0.0655737704918033,23,1.59070294784581,0.255555555555556,0.0754098360655738,20,1.28367003367003,0.227272727272727,0.0655737704918033,23,1.640168342296,0.252747252747253,0.0754098360655738,22,1.42251430994276,0.247191011235955,0.0721311475409836,19,1.17070707070707,0.191919191919192,0.0622950819672131,16,1.57014157014157,0.216216216216216,0.0524590163934426,19,1.76892551892552,0.208791208791209,0.0622950819672131,21,1.73295454545455,0.272727272727273,0.0688524590163934,23,1.71936274509804,0.270588235294118,0.0754098360655738,22,1.45238095238095,0.261904761904762,0.0721311475409836,19,1.53591306652531,0.246753246753247,0.0622950819672131,16,1.22952884857647,0.197530864197531,0.0524590163934426,25,1.37909206004702,0.257731958762887,0.0819672131147541,22,1.23915050784857,0.231578947368421,0.0721311475409836,17,1.34187370600414,0.202380952380952,0.0557377049180328,19,1.58074195308238,0.243589743589744,0.0622950819672131,21,1.6190596562184,0.244186046511628,0.0688524590163934,17,1.28024691358025,0.209876543209877,0.0557377049180328,23,1.37468155986675,0.283950617283951,0.0754098360655738,21,1.3872644574399,0.259259259259259,0.0688524590163934,19,1.72778771615981,0.22093023255814,0.0622950819672131,17,1.18704212454212,0.202380952380952,0.0557377049180328
"827",827,"raca3=1,fxet3=1,mumigual=0,comdiab=0,cavitacao=1","encerra2=1",12,1.23356926188069,0.173913043478261,0.039344262295082,20,1.38636363636364,0.25,0.0655737704918033,13,1.1341533180778,0.171052631578947,0.0426229508196721,13,1.37673611111111,0.216666666666667,0.0426229508196721,20,1.57582020149832,0.253164556962025,0.0655737704918033,17,1.58756889161053,0.23943661971831,0.0557377049180328,15,1.31314580941447,0.223880597014925,0.0491803278688525,16,1.32177681473456,0.225352112676056,0.0524590163934426,21,1.69758812615955,0.272727272727273,0.0688524590163934,23,1.7886282508924,0.310810810810811,0.0754098360655738,11,1.20250896057348,0.17741935483871,0.0360655737704918,21,1.55612244897959,0.25,0.0688524590163934,17,1.21828007518797,0.223684210526316,0.0557377049180328,12,1.29787234042553,0.2,0.039344262295082,18,1.62666666666667,0.24,0.059016393442623,23,1.76744771982867,0.283950617283951,0.0754098360655738,18,1.32034632034632,0.233766233766234,0.059016393442623,22,1.69959473150963,0.261904761904762,0.0721311475409836,22,1.60257941246716,0.278481012658228,0.0721311475409836,17,1.22,0.2,0.0557377049180328,14,1.56410256410256,0.215384615384615,0.0459016393442623,19,1.93942436412316,0.228915662650602,0.0622950819672131,19,1.8292297979798,0.287878787878788,0.0622950819672131,23,1.84994725738397,0.291139240506329,0.0754098360655738,21,1.59526774595268,0.287671232876712,0.0688524590163934,19,1.73919567827131,0.279411764705882,0.0622950819672131,13,1.18997599039616,0.191176470588235,0.0426229508196721,23,1.48277319805538,0.27710843373494,0.0754098360655738,19,1.27083333333333,0.2375,0.0622950819672131,15,1.27508361204013,0.192307692307692,0.0491803278688525,19,1.92652925531915,0.296875,0.0622950819672131,18,1.65760869565217,0.25,0.059016393442623,16,1.35555555555556,0.222222222222222,0.0524590163934426,19,1.37289741767354,0.283582089552239,0.0622950819672131,18,1.35656041512231,0.253521126760563,0.059016393442623,18,2.04013377926421,0.260869565217391,0.059016393442623,15,1.18892931392931,0.202702702702703,0.0491803278688525
"828",828,"raca3=1,fxet3=1,mumigual=0,comdiab=0,pdres5=1,cavitacao=1","encerra2=1",11,1.14740082079343,0.161764705882353,0.0360655737704918,20,1.40391254315305,0.253164556962025,0.0655737704918033,13,1.1341533180778,0.171052631578947,0.0426229508196721,13,1.37673611111111,0.216666666666667,0.0426229508196721,20,1.59602302459445,0.256410256410256,0.0655737704918033,17,1.58756889161053,0.23943661971831,0.0557377049180328,15,1.33304195804196,0.227272727272727,0.0491803278688525,16,1.34065934065934,0.228571428571429,0.0524590163934426,21,1.69758812615955,0.272727272727273,0.0688524590163934,22,1.73429826828638,0.301369863013699,0.0721311475409836,11,1.22222222222222,0.180327868852459,0.0360655737704918,21,1.57487091222031,0.253012048192771,0.0688524590163934,17,1.23452380952381,0.226666666666667,0.0557377049180328,12,1.29787234042553,0.2,0.039344262295082,17,1.57838660578387,0.232876712328767,0.0557377049180328,23,1.76744771982867,0.283950617283951,0.0754098360655738,18,1.33771929824561,0.236842105263158,0.059016393442623,21,1.64188669571905,0.253012048192771,0.0688524590163934,22,1.60257941246716,0.278481012658228,0.0721311475409836,16,1.17590361445783,0.192771084337349,0.0524590163934426,14,1.56410256410256,0.215384615384615,0.0459016393442623,18,1.85975609756098,0.219512195121951,0.059016393442623,18,1.75961538461538,0.276923076923077,0.059016393442623,23,1.87366452991453,0.294871794871795,0.0754098360655738,21,1.59526774595268,0.287671232876712,0.0688524590163934,19,1.73919567827131,0.279411764705882,0.0622950819672131,12,1.11483399329881,0.17910447761194,0.039344262295082,23,1.50085579803166,0.280487804878049,0.0754098360655738,19,1.27083333333333,0.2375,0.0622950819672131,14,1.22139588100687,0.184210526315789,0.0459016393442623,19,1.95710908476866,0.301587301587302,0.0622950819672131,18,1.65760869565217,0.25,0.059016393442623,16,1.37464788732394,0.225352112676056,0.0524590163934426,19,1.39369889369889,0.287878787878788,0.0622950819672131,18,1.37593984962406,0.257142857142857,0.059016393442623,17,1.98430922311519,0.253731343283582,0.0557377049180328,15,1.18892931392931,0.202702702702703,0.0491803278688525
"829",829,"raca3=1,fxet3=1,mumigual=0,hiv3=0,pdres5=1,cavitacao=1","encerra2=1",12,1.35105204872647,0.19047619047619,0.039344262295082,17,1.29140722291407,0.232876712328767,0.0557377049180328,12,1.10507246376812,0.166666666666667,0.039344262295082,13,1.4750744047619,0.232142857142857,0.0426229508196721,17,1.70671494404213,0.274193548387097,0.0557377049180328,18,1.7296786389414,0.260869565217391,0.059016393442623,13,1.27083333333333,0.216666666666667,0.0426229508196721,14,1.2256027554535,0.208955223880597,0.0459016393442623,17,1.53356994971902,0.246376811594203,0.0557377049180328,18,1.56946826758148,0.272727272727273,0.059016393442623,11,1.30799220272904,0.192982456140351,0.0360655737704918,17,1.37423800689107,0.220779220779221,0.0557377049180328,16,1.28151260504202,0.235294117647059,0.0524590163934426,12,1.39057750759878,0.214285714285714,0.039344262295082,16,1.61857379767828,0.238805970149254,0.0524590163934426,18,1.60058309037901,0.257142857142857,0.059016393442623,17,1.37169312169312,0.242857142857143,0.0557377049180328,16,1.48328267477204,0.228571428571429,0.0524590163934426,17,1.34013957094857,0.232876712328767,0.0557377049180328,15,1.17307692307692,0.192307692307692,0.0491803278688525,14,1.72316384180791,0.23728813559322,0.0459016393442623,17,1.80034722222222,0.2125,0.0557377049180328,15,1.5625,0.245901639344262,0.0491803278688525,18,1.787109375,0.28125,0.059016393442623,17,1.52052785923754,0.274193548387097,0.0557377049180328,16,1.68799723279142,0.271186440677966,0.0524590163934426,13,1.26434948979592,0.203125,0.0426229508196721,22,1.47149122807018,0.275,0.0721311475409836,19,1.39269406392694,0.26027397260274,0.0622950819672131,11,1.12207357859532,0.169230769230769,0.0360655737704918,15,1.57000686341798,0.241935483870968,0.0491803278688525,17,1.68234912394549,0.253731343283582,0.0557377049180328,16,1.35555555555556,0.222222222222222,0.0524590163934426,19,1.43725198412698,0.296875,0.0622950819672131,18,1.60526315789474,0.3,0.059016393442623,16,1.84012066365008,0.235294117647059,0.0524590163934426,13,1.17307692307692,0.2,0.0426229508196721
